time,Open,OYO,Sigma,HL_in,CO_in,Sigma_in
2017-02-07,1011.87,0.0,4.542686669132372,5.310000000000059,-5.310000000000059,0.0
2017-02-08,1006.56,0.0,2.3487503615475376,43.440000000000055,43.440000000000055,0.0
2017-02-09,1050.0,0.0,19.21463572610622,5.529999999999973,-5.529999999999973,0.0
2017-02-10,1044.47,0.0,2.4460620526097316,85.25999999999999,-85.25999999999999,0.0
2017-02-11,959.21,0.0,37.71270354529958,35.5,35.5,0.0
2017-02-12,994.71,0.0,15.702568330496545,20.00999999999999,20.00999999999999,0.0
2017-02-13,1014.72,0.0,8.85094062797847,9.730000000000018,-9.730000000000018,0.0
2017-02-14,1004.99,0.0,4.3038307001614555,0.009999999999990905,0.009999999999990905,0.0
2017-02-15,1005.0,0.0,0.004423258684642891,1.509999999999991,1.509999999999991,0.0
2017-02-16,1006.51,0.0,0.66791206138168,10.740000000000009,10.740000000000009,0.0
2017-02-17,1017.25,0.0,4.75057982731079,13.25,13.25,0.0
2017-02-18,1030.5,0.0,5.860817757157161,26.220000000000027,26.220000000000027,0.0
2017-02-19,1056.72,0.0,11.59778427114422,5.079999999999927,-5.079999999999927,0.0
2017-02-20,1051.64,0.0,2.2470154118006,5.7800000000002,-5.7800000000002,0.0
2017-02-21,1045.86,0.0,2.5566435197260047,37.73000000000002,37.73000000000002,0.0
2017-02-22,1083.59,0.0,16.688955017172816,53.570000000000164,53.570000000000164,0.0
2017-02-23,1137.16,0.0,23.69539677365359,1.1600000000000819,-1.1600000000000819,0.0
2017-02-24,1136.0,0.0,0.5130980074190782,39.74000000000001,39.74000000000001,0.0
2017-02-25,1175.74,0.0,17.57803001278684,7.400000000000091,7.400000000000091,0.0
2017-02-26,1183.14,0.0,3.2732114266387566,32.67000000000007,-32.67000000000007,0.0
2017-02-27,1150.47,0.0,14.450786122741501,29.6099999999999,29.6099999999999,0.0
2017-02-28,1180.08,0.0,13.097268965239468,1.1300000000001091,1.1300000000001091,0.0
2017-03-01,1181.21,0.0,0.4998282313651496,13.789999999999964,13.789999999999964,0.0
2017-03-02,1195.0,0.0,6.099673726128079,35.47000000000003,35.47000000000003,0.0
2017-03-03,1230.47,0.0,15.689298554442615,19.539999999999964,19.539999999999964,0.0
2017-03-04,1250.01,0.0,8.643047469800054,20.720000000000027,20.720000000000027,0.0
2017-03-05,1270.73,0.0,9.164991994588418,18.710000000000036,-18.710000000000036,0.0
2017-03-06,1252.02,0.0,8.275916998974392,26.680000000000064,26.680000000000064,0.0
2017-03-07,1278.7,0.0,11.801254170637995,4.2999999999999545,4.2999999999999545,0.0
2017-03-08,1283.0,0.0,1.902001234398153,35.8599999999999,-35.8599999999999,0.0
2017-03-09,1247.14,0.0,15.86180564314379,106.82000000000016,-106.82000000000016,0.0
2017-03-10,1140.32,0.0,47.24924926939841,40.789999999999964,40.789999999999964,0.0
2017-03-11,1181.11,0.0,18.042472174674746,73.54999999999995,-73.54999999999995,0.0
2017-03-12,1107.56,0.0,32.533067625578035,8.430000000000064,8.430000000000064,0.0
2017-03-13,1115.99,0.0,3.7288070711573766,54.460000000000036,54.460000000000036,0.0
2017-03-14,1170.45,0.0,24.089066796587108,4.690000000000055,-4.690000000000055,0.0
2017-03-15,1165.76,0.0,2.0745083230994266,85.5,85.5,0.0
2017-03-16,1251.26,0.0,37.81886175373111,5.829999999999927,5.829999999999927,0.0
2017-03-17,1257.09,0.0,2.5787598131491185,80.69999999999982,-80.69999999999982,0.0
2017-03-18,1176.39,0.0,35.69569758510052,110.86000000000013,-110.86000000000013,0.0
2017-03-19,1065.53,0.0,49.036245777995745,95.53999999999996,-95.53999999999996,0.0
2017-03-20,969.99,0.0,42.2598134731166,60.87999999999988,60.87999999999988,0.0
2017-03-21,1030.87,0.0,26.928798872130358,17.710000000000036,17.710000000000036,0.0
2017-03-22,1048.58,0.0,7.833591130509701,53.0,53.0,0.0
2017-03-23,1101.58,0.0,23.443271028628644,78.03999999999996,-78.03999999999996,0.0
2017-03-24,1023.54,0.0,34.5191107749845,5.899999999999977,-5.899999999999977,0.0
2017-03-25,1017.64,0.0,2.609722623941669,73.17999999999995,-73.17999999999995,0.0
2017-03-26,944.46,0.0,32.369407054246096,19.870000000000005,19.870000000000005,0.0
2017-03-27,964.33,0.0,8.78901500639342,12.400000000000091,-12.400000000000091,0.0
2017-03-28,951.93,0.0,5.484840768962213,24.989999999999895,-24.989999999999895,0.0
2017-03-29,926.94,0.0,11.053723452932593,23.059999999999945,23.059999999999945,0.0
2017-03-30,950.0,0.0,10.20003452679576,250.0,85.0,0.0
2017-03-31,1035.0,29.0,54.66591927069502,79.63,-12.0,0.0
2017-04-01,1023.0,-6.430000000000064,15.286314993711077,49.430000000000064,31.49000000000001,11.961024203637354
2017-04-02,1054.49,-1.2999999999999545,13.954380013385409,114.0,68.31999999999994,9.326812603099388
2017-04-03,1122.81,26.569999999999936,23.266032430052018,305.51,42.549999999999955,8.338449096404824
2017-04-04,1165.36,7.879999999999882,18.57175740710623,119.0,-13.449999999999818,7.635661944673401
2017-04-05,1151.91,27.090000000000146,13.584379556489976,68.84000000000015,-14.779999999999973,5.1358251527870395
2017-04-06,1137.13,-6.1099999999999,11.530122364447417,86.92000000000007,72.37999999999988,5.041630027415055
2017-04-07,1209.51,13.720000000000027,20.041868711506794,62.11999999999989,-6.910000000000082,14.389916608514488
2017-04-08,1202.6,-9.330000000000155,10.964736857208493,39.24000000000001,-19.399999999999864,2.8920753793772302
2017-04-09,1183.2,2.6000000000001364,7.493605667887568,62.11999999999989,43.680000000000064,1.1149887891814159
2017-04-10,1226.88,-7.729999999999791,16.716249573957683,38.49000000000001,-10.7800000000002,0.0
2017-04-11,1216.1,1.6499999999998636,7.24230384865424,49.08999999999992,6.380000000000109,0.0
2017-04-12,1222.48,-8.460000000000036,11.802229585481115,53.73999999999978,-9.799999999999955,8.619839519001019
2017-04-13,1212.68,-0.7100000000000364,9.738811045487536,107.18000000000006,-7.820000000000164,2.0122209951527323
2017-04-14,1204.86,28.97999999999979,20.501834064297757,106.82000000000016,1.050000000000182,6.959068424245733
2017-04-15,1205.91,4.430000000000064,24.874821155864264,38.960000000000036,3.0699999999999363,8.922264286603406
2017-04-16,1208.98,0.5199999999999818,7.2126951283478435,51.76999999999998,26.069999999999936,5.867844578718732
2017-04-17,1235.05,19.37999999999988,10.6491371273907,48.930000000000064,-5.779999999999973,6.237999145025064
2017-04-18,1229.27,-10.180000000000064,8.674261015594764,139.8499999999999,40.210000000000036,2.286307065990808
2017-04-19,1269.48,8.849999999999909,12.860123711848887,55.84999999999991,2.4200000000000728,4.316468463918214
2017-04-20,1271.9,12.210000000000036,9.60297791222124,71.30999999999995,31.669999999999845,4.64143655922746
2017-04-21,1303.57,1.8799999999998818,13.491554282458408,99.79000000000019,70.42000000000007,6.573180356570169
2017-04-22,1373.99,-0.5099999999999909,26.890656841407168,72.98000000000002,-36.83999999999992,8.213783131622902
2017-04-23,1337.15,8.460000000000036,21.67918309600582,45.73000000000002,15.199999999999818,2.150031007528432
2017-04-24,1352.35,8.579999999999927,8.608217004699615,39.67000000000007,-7.879999999999882,6.578026553103377
2017-04-25,1344.47,0.40000000000009095,6.563615440054948,63.65000000000009,21.36999999999989,4.9462544751896065
2017-04-26,1365.84,-6.820000000000164,10.154186400163995,69.63000000000011,21.25,2.1175772319642965
2017-04-27,1387.09,-4.830000000000155,18.172129081709667,71.27999999999997,51.51999999999998,6.54214287014082
2017-04-28,1438.61,8.6099999999999,13.247630954468681,70.05999999999995,-44.159999999999854,16.954805611782618
2017-04-29,1394.45,2.380000000000109,16.83408748490025,62.319999999999936,20.3599999999999,19.873653413502012
2017-04-30,1414.81,-4.600000000000136,11.54171536116971,46.0,29.830000000000155,2.6568402285421473
2017-05-01,1444.64,14.6400000000001,6.509900097187548,101.95000000000005,66.34999999999991,10.113337727970933
2017-05-02,1510.99,15.259999999999991,24.618314582081336,172.92000000000007,14.799999999999955,7.687043211361154
2017-05-03,1525.79,15.139999999999873,25.225492440001634,115.38000000000011,70.0,10.126649659849688
2017-05-04,1595.79,-23.87000000000012,20.87698884043095,161.27999999999997,-12.220000000000027,4.608047308784884
2017-05-05,1583.57,2.869999999999891,24.827533920623498,238.56999999999994,-42.51999999999998,6.711154893161097
2017-05-06,1541.05,0.0,50.539080299308964,102.34000000000015,55.48000000000002,8.09696856854462
2017-05-07,1596.53,28.769999999999982,20.138152251062074,54.080000000000155,-15.029999999999973,3.8571664902273946
2017-05-08,1581.5,12.650000000000091,8.482368659738276,151.98000000000002,121.43000000000006,20.251578539297462
2017-05-09,1702.93,7.630000000000109,28.203050016862065,129.06999999999994,48.559999999999945,13.393726143235858
2017-05-10,1751.49,11.349999999999909,30.585371029537843,215.76999999999998,47.49000000000001,11.154704538145872
2017-05-11,1798.98,-41.059999999999945,46.39467041910204,120.56999999999994,37.0,9.19959962896936
2017-05-12,1835.98,6.289999999999964,31.37887858987271,150.08999999999992,-98.31999999999994,9.75546171810098
2017-05-13,1737.66,18.200000000000045,32.31141995083362,129.06999999999994,69.34999999999991,11.63802818350252
2017-05-14,1807.01,57.50999999999999,23.58895725051589,72.67000000000007,-16.690000000000055,14.277119223895694
2017-05-15,1790.32,-11.160000000000082,14.051495949036786,95.33999999999992,-17.059999999999945,7.273877920339328
2017-05-16,1773.26,22.450000000000045,21.96930546074536,92.76999999999998,9.370000000000118,6.206265651205572
2017-05-17,1782.63,1.3300000000001546,20.560156628287416,112.61000000000013,47.93999999999983,5.6535328188074105
2017-05-18,1830.57,-10.269999999999982,22.010335413987487,119.44999999999982,75.53999999999996,3.085887230603143
2017-05-19,1906.11,-12.5300000000002,23.503036895199344,120.04999999999995,-24.269999999999982,10.968372714309096
2017-05-20,1881.84,-9.160000000000082,21.775633753402424,203.04999999999995,148.30000000000018,5.618187726779225
2017-05-21,2030.14,-7.2999999999999545,31.79567032552195,92.12999999999988,8.689999999999827,0.0
2017-05-22,2038.83,2.3599999999999,14.51013938346344,283.4000000000001,132.9000000000001,5.231924438801945
2017-05-23,2171.73,-24.25,79.09198508286302,267.28,99.9699999999998,52.55803363901666
2017-05-24,2271.7,30.049999999999727,64.00631544360812,176.80999999999995,64.48000000000002,13.91702913699612
2017-05-25,2336.18,-18.440000000000055,43.05944189410594,367.78999999999996,33.820000000000164,7.280386894481254
2017-05-26,2370.0,-2.6900000000000546,83.8796022679557,474.95000000000005,-225.23000000000002,66.70130008727962
2017-05-27,2144.77,15.230000000000018,96.40839544896217,386.39999999999986,-216.01999999999998,2.9294595633551324
2017-05-28,1928.75,-47.33999999999992,78.83296972217516,223.94999999999982,72.94000000000005,19.17719826599627
2017-05-29,2001.69,3.0900000000001455,59.477787809850675,206.84000000000015,179.9000000000001,9.888828713924202
2017-05-30,2181.59,-3.149999999999636,55.504386272356996,141.87000000000035,11.960000000000036,8.449285965886935
2017-05-31,2193.55,-4.539999999999964,35.355043753905576,261.52999999999975,-14.920000000000073,6.133680243812303
2017-06-01,2178.63,-3.569999999999709,61.11154165878198,206.69999999999982,127.04999999999973,14.776418149650887
2017-06-02,2305.68,4.7599999999997635,45.840818553470115,106.84999999999991,59.309999999999945,1.4258097114738157
2017-06-03,2364.99,31.529999999999745,20.175954330642533,131.97999999999956,78.75,14.51562032203025
2017-06-04,2443.74,-15.820000000000164,29.510373403361037,232.85000000000036,-9.239999999999782,2.402248946300171
2017-06-05,2434.5,-8.739999999999782,32.26788912898666,187.28999999999996,133.4000000000001,11.157115816076107
2017-06-06,2567.9,5.059999999999945,30.67265514643108,334.30999999999995,238.17000000000007,43.334006661435495
2017-06-07,2806.07,2.1400000000003274,67.63588619549002,205.84000000000015,-121.65000000000009,11.960235504927796
2017-06-08,2684.42,-31.40000000000009,42.611204161683744,174.25,-24.210000000000036,30.949098532913794
2017-06-09,2660.21,12.550000000000182,33.87102531363792,168.07999999999993,89.67000000000007,11.999834721083943
2017-06-10,2749.88,-29.58999999999969,37.016546062909974,152.03999999999996,-31.65000000000009,16.615020312957853
2017-06-11,2718.23,-55.30000000000018,31.55982796696376,282.39999999999964,199.92000000000007,27.305114905453074
2017-06-12,2918.15,48.25,63.39772372245241,609.48,-306.23,15.236723182276855
2017-06-13,2611.92,122.18000000000029,183.66179572238482,257.8900000000003,151.55999999999995,50.62889721624716
2017-06-14,2763.48,88.80999999999995,58.093857211001016,506.3899999999999,-399.09000000000015,20.628553835238662
2017-06-15,2364.39,-160.57000000000016,111.17916667983799,377.5800000000004,34.98000000000002,47.77273176195817
2017-06-16,2399.37,55.09999999999991,84.60756459546249,196.99000000000024,47.34999999999991,14.226237497431663
2017-06-17,2446.72,-16.0300000000002,40.95657741013242,263.8399999999997,158.36000000000013,6.5245485156702365
2017-06-18,2605.08,15.420000000000073,70.42462509353683,203.98000000000002,-109.88999999999987,14.493020159143171
2017-06-19,2495.19,45.34999999999991,58.44270083111136,182.01000000000022,48.61999999999989,23.69599192549932
2017-06-20,2543.81,8.079999999999927,30.768031331119506,228.14999999999964,155.11000000000013,4.158525379666769
2017-06-21,2698.92,-5.779999999999745,53.404142867031574,168.00999999999976,-79.01000000000022,25.399315607577396
2017-06-22,2619.91,-20.789999999999964,29.32794650492346,165.28999999999996,28.470000000000255,31.170216553626908
2017-06-23,2648.38,-3.5899999999996908,37.28960852064803,67.53999999999996,48.76999999999998,12.199077834000393
2017-06-24,2697.15,14.340000000000146,13.013252101362783,224.05999999999995,-173.1600000000003,6.097860280459082
2017-06-25,2523.99,-15.88000000000011,50.11727072938354,204.86000000000013,-76.12999999999965,7.309236166203239
2017-06-26,2447.86,4.940000000000055,47.62335284534139,361.7600000000002,-93.5300000000002,11.029797520051615
2017-06-27,2354.33,28.529999999999745,78.2364080106302,276.9699999999998,30.65000000000009,14.590388388707495
2017-06-28,2384.98,-48.67000000000007,57.2681379659489,173.46000000000004,168.46000000000004,9.827390294477919
2017-06-29,2553.44,33.659999999999854,33.19473922655284,157.51999999999998,-55.940000000000055,7.536320941502766
2017-06-30,2497.5,-31.210000000000036,28.330174108823154,120.37999999999965,-38.0300000000002,11.426173170984786
2017-07-01,2459.47,-29.93000000000029,16.250793954963154,195.2199999999998,-152.8499999999999,14.827552056897416
2017-07-02,2306.62,-20.34999999999991,33.95153412682877,187.23999999999978,148.45000000000027,8.845512986819957
2017-07-03,2455.07,6.5,43.59218820250493,191.52999999999975,75.52999999999975,15.638204287364127
2017-07-04,2530.6,7.389999999999873,42.05669079444682,142.76999999999998,6.380000000000109,11.141096594740326
2017-07-05,2536.98,11.090000000000146,28.295422569839744,148.17999999999984,23.36999999999989,6.290715380622376
2017-07-06,2560.35,-20.66000000000031,29.38379839249882,165.27999999999975,-12.099999999999909,3.0414525038759823
2017-07-07,2548.25,-29.579999999999927,15.537607089187512,129.51999999999998,-44.01999999999998,16.587959488737486
2017-07-08,2504.23,-4.389999999999873,30.902448448443295,90.19999999999982,17.409999999999854,7.968337342256514
2017-07-09,2521.64,18.579999999999927,21.96100327936387,56.090000000000146,-11.61999999999989,2.294319071097155
2017-07-10,2510.02,0.01999999999998181,11.674738980106655,206.44000000000005,-181.67999999999984,11.036158752029602
2017-07-11,2328.34,22.01000000000022,62.2820250300825,250.01000000000022,-15.559999999999945,2.1745420973927185
2017-07-12,2312.78,32.70000000000027,43.61997321231958,310.6300000000001,218.0999999999999,20.13421962729116
2017-07-13,2530.88,178.69000000000005,61.99356467303335,265.6999999999998,-202.4300000000003,111.58964393407341
2017-07-14,2328.45,17.429999999999836,61.7426615586061,206.07000000000016,-148.10999999999967,13.556612162827918
2017-07-15,2180.34,13.100000000000364,59.18143559293386,270.0999999999999,-156.62000000000012,10.528572236221514
2017-07-16,2023.72,-49.169999999999845,62.12488081083837,279.4000000000001,-148.86000000000013,39.43514464704457
2017-07-17,1874.86,-6.830000000000155,65.63702792466009,326.46000000000026,311.8700000000001,8.508715139980438
2017-07-18,2186.73,15.0,73.67781755602459,256.69000000000005,168.3800000000001,6.111418275108719
2017-07-19,2355.11,3.7899999999999636,61.185896706652144,203.59000000000015,-80.64000000000033,18.476049361267627
2017-07-20,2274.47,23.669999999999618,44.104638716812744,525.02,463.9100000000003,21.660868711419162
2017-07-21,2738.38,22.050000000000182,164.59149133404563,264.77999999999975,-91.19000000000005,38.15666171631554
2017-07-22,2647.19,-26.309999999999945,41.73724656159623,294.5899999999997,138.82000000000016,16.076207056807245
2017-07-23,2786.01,-5.929999999999836,61.3358648835613,182.66999999999962,-25.840000000000146,3.788632119028562
2017-07-24,2760.17,-9.849999999999909,38.16119312453955,145.76000000000022,46.11999999999989,8.473808667496261
2017-07-25,2806.29,7.8400000000001455,32.85795532684391,436.0300000000002,-206.28999999999996,0.18027756377316162
2017-07-26,2600.0,101.0,126.76857812279574,262.0,-130.0,81.67976085502046
2017-07-27,2470.0,-5.0,63.64190085884877,210.0,159.05000000000018,6.3508529610858835
2017-07-28,2629.05,49.05000000000018,47.41294764267107,280.1300000000001,160.94999999999982,84.03174003513989
2017-07-29,2790.0,60.0,53.2810539766465,182.8699999999999,-50.0,47.002213068464485
2017-07-30,2740.0,13.0,38.293920031945575,158.0,-60.0,75.89657458234409
2017-07-31,2680.0,-55.0,33.134069551388194,206.07999999999993,106.09999999999991,8.386497083606082
2017-08-01,2786.1,1.099999999999909,32.608935014097284,280.0,84.24000000000024,43.493847840815405
2017-08-02,2870.34,100.34000000000015,61.00211225702632,195.34000000000015,-123.34000000000015,0.5237365750069368
2017-08-03,2747.0,36.05000000000018,41.89496508912307,186.0,30.0,41.04063027456247
2017-08-04,2777.0,-4.0,37.798754369477024,164.8800000000001,55.55000000000018,20.207259421636902
2017-08-05,2832.55,-2.449999999999818,42.20253788774637,516.4499999999998,427.4499999999998,20.207259421636902
2017-08-06,3260.0,-19.0,133.94201058599518,189.0,1.3099999999999454,9.504384952922168
2017-08-07,3261.31,1.3099999999999454,29.84654928407414,213.9000000000001,116.46000000000004,22.125463460305962
2017-08-08,3377.77,-2.230000000000018,65.86300686828596,236.0,73.23000000000002,79.09753493841204
2017-08-09,3451.0,-29.0,52.14333405887429,260.9899999999998,-11.0,0.0
2017-08-10,3440.0,110.0,50.53687967282128,199.9000000000001,1.0,45.236821285320254
2017-08-11,3441.0,31.0,60.65146118023128,260.8899999999999,119.0,11.08512516844071
2017-08-12,3560.0,20.0,55.42133476470452,365.0,289.0,48.53970883033121
2017-08-13,3849.0,89.0,78.83357790812937,403.0,246.0,70.91315698326594
2017-08-14,4095.0,18.0,93.39495300949045,599.4499999999998,205.0,14.433756729740644
2017-08-15,4300.0,-45.0,130.82689850440775,609.0,-147.0,57.178084379710846
2017-08-16,4153.0,129.0999999999999,176.4420749059063,452.0,201.0,59.46707772653146
2017-08-17,4354.0,9.0,104.15770432865008,289.53999999999996,24.98999999999978,54.5254448247178
2017-08-18,4378.99,29.98999999999978,74.13432012306238,453.9899999999998,-289.9899999999998,77.60534796863757
2017-08-19,4089.0,62.0,100.3379250324564,304.9000000000001,11.0,0.5773502691896257
2017-08-20,4100.0,-37.0,70.48639248752767,220.55000000000018,39.840000000000146,69.21223398600375
2017-08-21,4139.84,50.120000000000346,57.51341503088209,189.0,-130.14000000000033,46.66777296307721
2017-08-22,4090.0,0.0,45.98065382207822,505.0,-10.0,95.04384952922169
2017-08-23,4080.0,-5.0,122.19008260178846,300.0,-49.2199999999998,16.165807537309522
2017-08-24,4030.78,-19.2199999999998,70.31331520880074,269.0,169.2199999999998,69.57250414735216
2017-08-25,4200.0,-80.0,55.69905043683615,1085.0,100.0,23.629078131263043
2017-08-26,4300.0,0.0,35.481114623522416,217.4300000000003,25.0,52.69964705764152
2017-08-27,4325.0,65.0,44.43049626517314,137.01000000000022,72.77000000000044,2.9444863728673014
2017-08-28,4397.77,0.0,33.07743799552544,360.0,-52.77000000000044,42.38045933367541
2017-08-29,4345.0,0.0,79.68761056485654,360.0,343.5,75.05553499465135
2017-08-30,4688.5,78.5,76.61724154163525,198.5,-102.5,57.15767664977295
2017-08-31,4586.0,0.0,43.849291724982365,216.0,133.0,5.634713834792322
2017-09-01,4719.0,9.0,52.78747638449369,344.0,86.0,31.785741037976972
2017-09-02,4805.0,-189.0,73.07815042022189,649.9899999999998,-406.0,23.555890982936837
2017-09-03,4399.0,-34.0,163.86384944929304,411.0,151.0,0.5888972745736704
2017-09-04,4550.0,139.0,89.95224507191725,698.0,-325.0,97.51876759543934
2017-09-05,4225.0,-175.0,180.79615334139018,530.0,224.0,103.72326980962374
2017-09-06,4449.0,0.0,153.94356539299,395.9200000000001,63.35999999999967,72.09022125087424
2017-09-07,4512.36,-32.660000000000764,72.71351127362188,349.21000000000004,127.11000000000058,2.943846689848676
2017-09-08,4639.47,20.780000000000655,69.39925564484082,698.5500000000002,-480.09000000000015,38.70792339215988
2017-09-09,4159.38,-23.529999999999745,193.9886327967384,278.03000000000065,97.38000000000011,12.443906139150721
2017-09-10,4256.76,-11.510000000000218,45.668228925065335,487.6700000000005,-60.0,17.24543514479527
2017-09-11,4196.76,-37.81999999999971,113.34353265833485,226.7599999999993,-24.909999999999854,67.89688677202605
2017-09-12,4171.85,6.990000000000691,50.907303053360394,352.0499999999997,14.0,18.29262966333696
2017-09-13,4185.85,35.61000000000058,69.33600206550376,462.8899999999999,-336.37000000000035,25.82080040071058
2017-09-14,3849.48,-42.25999999999976,105.8622806939842,725.7600000000002,-563.2800000000002,22.92947084721606
2017-09-15,3286.2,-98.66000000000031,219.19840909674386,1029.4499999999998,504.46000000000004,77.80526738809746
2017-09-16,3790.66,80.94999999999982,269.3168691054881,474.4699999999998,-116.02999999999975,26.05911932510381
2017-09-17,3674.63,12.0300000000002,96.15842624755149,246.0999999999999,43.98000000000002,24.97022827288533
2017-09-18,3718.61,27.789999999999964,71.14126723374552,438.92999999999984,328.9699999999998,16.11419250226318
2017-09-19,4047.58,94.94999999999982,111.3813805366661,259.4000000000001,-198.65999999999985,27.098358498871068
2017-09-20,3848.92,5.230000000000018,50.80093582243131,224.67999999999984,110.63000000000011,18.230426032688747
2017-09-21,3959.55,-28.480000000000018,56.19400265688008,421.0100000000002,-329.6300000000001,69.20044532612012
2017-09-22,3629.92,0.6700000000000728,102.64966514131056,243.01000000000022,-6.230000000000018,18.391401070427808
2017-09-23,3623.69,16.690000000000055,59.33623131865934,273.1399999999999,103.25999999999976,1.9194356809577577
2017-09-24,3726.95,-52.36000000000013,70.4700308783298,166.5,-58.11999999999989,24.12756929323784
2017-09-25,3668.83,14.88000000000011,44.749731840747856,321.52999999999975,269.3699999999999,7.0738414834750785
2017-09-26,3938.2,1.0299999999997453,93.37095532244533,124.83000000000038,-9.109999999999673,16.484623137942712
2017-09-27,3929.09,39.17000000000007,24.79143382548066,334.22999999999956,278.14999999999964,12.214434084311955
2017-09-28,4207.24,14.86999999999989,104.79942245595366,193.23999999999978,-22.779999999999745,28.11893845791446
2017-09-29,4184.46,53.659999999999854,40.413257239282196,308.19000000000005,-32.27000000000044,22.59122912400597
2017-09-30,4152.19,-8.670000000000073,61.202533923814364,271.7599999999993,166.08000000000084,29.882630964045596
2017-10-01,4318.27,-18.049999999999272,67.52909570985915,137.84999999999945,29.55999999999949,15.754860625639637
2017-10-02,4347.83,9.170000000000073,27.19859709723954,237.28999999999996,53.659999999999854,29.245678313213926
2017-10-03,4401.49,4.4099999999998545,27.193371621498596,283.8299999999999,-121.77999999999975,1.9424812311407929
2017-10-04,4279.71,9.199999999999818,64.2322190587979,228.8699999999999,-79.88000000000011,16.338044558636756
2017-10-05,4199.83,36.779999999999745,62.10132070376741,243.71000000000004,123.0,3.732599630284323
2017-10-06,4322.83,-10.390000000000327,71.96033154287761,124.51999999999953,7.119999999999891,25.56862204604172
2017-10-07,4329.95,-20.44000000000051,36.17803110454539,84.81999999999971,44.75,16.556661297898394
2017-10-08,4374.7,35.13000000000011,19.659465894966708,276.3900000000003,215.27999999999975,21.527480886841733
2017-10-09,4589.98,-10.480000000000473,59.22572072563582,335.78999999999996,219.84000000000015,14.25403451658504
2017-10-10,4809.82,-40.970000000000255,77.88130789932008,238.3800000000001,55.5,53.348075879079126
2017-10-11,4865.32,-27.610000000000582,45.32340275129975,199.69999999999982,-47.54999999999927,14.632774856465062
2017-10-12,4817.77,-12.25,34.42340474185757,604.0599999999995,448.90999999999985,6.815176691277645
2017-10-13,5266.68,-88.71000000000004,204.5044833355686,577.3999999999996,343.3899999999994,38.93295048327754
2017-10-14,5610.07,-23.850000000000364,114.30476606392027,262.6300000000001,149.28000000000065,5.251022122723811
2017-10-15,5759.35,14.94000000000051,50.575696988828554,519.3000000000002,-189.95000000000073,49.195897186655664
2017-10-16,5569.4,32.94999999999982,155.48180914848834,187.19999999999982,141.2400000000007,12.141717341463913
2017-10-17,5710.64,10.430000000000291,36.28260384602842,279.6999999999998,-111.52000000000044,29.68697357428001
2017-10-18,5599.12,-1.9600000000000364,47.94661950083625,596.79,-108.19999999999982,38.38890508119927
2017-10-19,5490.92,8.44000000000051,122.67128145068682,219.3199999999997,196.82999999999993,36.69461540880337
2017-10-20,5687.75,-5.9399999999996,61.367217278623144,508.22000000000025,273.9899999999998,13.276667503556691
2017-10-21,5961.71,19.26000000000022,145.38419480747834,319.8800000000001,98.26000000000022,20.322480163602155
