high,low,open,volumefrom,volumeto,close
1222.45,1200.8,1200.8,3.115,3773.39,1217
1229.08,1208.08,1217,2.692,3283.48,1213.79
1225.63,1209.89,1213.79,2.093,2547.17,1222.23
1229.08,1209.89,1222.23,2.983,3648.18,1223.86
1238,1215.05,1223.86,1.982,2428.48,1234.61
1234.61,1221.86,1234.61,0.8808,1080.89,1226.88
1231.04,1211.51,1226.88,1.281,1563.04,1217.35
1223.19,1211.51,1217.35,1.44,1752.31,1217.35
1217.35,1211.51,1217.35,1.625,1978.34,1217.35
1217.35,1207.65,1217.35,1.486,1806.63,1215.34
1225.63,1209.67,1215.34,1.231,1489.24,1218.5
1221.37,1209.3,1218.5,2.218,2690.08,1210.94
1216.62,1210.94,1210.94,1.894,2298.77,1213.48
1214.56,1208.28,1213.48,1.429,1730.79,1212.03
1217.48,1199.51,1212.03,1.248,1507.99,1205.04
1207.8,1199.51,1205.04,1.273,1534.45,1205.04
1217.11,1205.04,1205.04,0.7488,904.93,1208.41
1229.08,1208.41,1208.41,0.9525,1161.47,1229.08
1229.08,1212.51,1229.08,1.341,1633.25,1217.86
1226.63,1215.2,1217.86,2.87,3505.65,1224.29
1230.98,1219.39,1224.29,2.073,2538.97,1225.23
1234.21,1221.39,1225.23,1.092,1339.9,1230.94
1236.59,1225.29,1230.94,0.6807,838.25,1229.46
1238,1216.39,1229.46,1.371,1685.51,1221.63
1230.31,1216.39,1221.63,1.045,1277.83,1223.29
1231.66,1216.39,1223.29,0.9786,1195.34,1225.16
1225.16,1216.39,1225.16,1.584,1935.13,1216.39
1224.44,1211.51,1216.39,1.491,1814.91,1224.44
1224.44,1211.51,1224.44,1.812,2205.29,1214.45
1224.44,1211.51,1214.45,0.8547,1038.79,1216.1
1224.44,1201.48,1216.1,0.8529,1033.79,1217.25
1217.25,1217.25,1217.25,0.6952,846.29,1217.25
1217.25,1211.91,1217.25,0.4635,564.13,1217.25
1217.25,1199.51,1217.25,0.9209,1113.23,1207.56
1213.49,1204.3,1207.56,0.6216,753.5,1206.69
1229.08,1201.48,1206.69,1.432,1733.59,1211.55
1211.55,1199.51,1211.55,1.222,1473.27,1199.51
1208.87,1199.41,1199.51,0.9085,1093.14,1205.63
1207.91,1192.28,1205.63,0.5585,670.45,1201.37
1210.5,1196.69,1201.37,0.7457,897.98,1199.45
1206.05,1197.53,1199.45,0.551,663.41,1206.05
1208.57,1203.53,1206.05,0.926,1118.15,1203.53
1216.91,1203.53,1203.53,1.169,1412.32,1203.53
1211.65,1201.53,1203.53,1.518,1833.04,1210.56
1216.91,1201.53,1210.56,2.147,2598.81,1209.49
1216.91,1206.83,1209.49,1.777,2152.72,1211.79
1217.11,1199.51,1211.79,1.646,1983.26,1204.85
1229.08,1203.65,1204.85,0.9257,1118.53,1211.78
1234.21,1203.28,1211.78,1.736,2120.66,1226.87
1241.37,1218.36,1226.87,0.8046,992.3,1235.96
1241.37,1226.57,1235.96,0.9075,1120.41,1241.37
1241.37,1224.68,1241.37,2.32,2861.11,1230.01
1236.84,1211.51,1230.01,1.495,1839.04,1230.94
1233.26,1222.48,1230.94,2.014,2479.72,1222.48
1236.83,1218.36,1222.48,2.381,2931.9,1232.11
1237.52,1232.11,1232.11,1.774,2186.16,1232.11
1232.11,1214.08,1232.11,1.586,1947.74,1217.18
1236.77,1217.18,1217.18,2.447,3010.26,1224.75
1241.37,1211.51,1224.75,1.734,2119.65,1225.24
1241.37,1211.51,1225.24,1.684,2070.51,1227.75
1239.68,1225.66,1227.75,0.589,724.96,1236
1236,1223.03,1236,1.901,2341.1,1230.37
1241.37,1224.75,1230.37,0.7432,914.99,1228.41
1241.37,1218.5,1228.41,2.46,3035.33,1228.91
1241.37,1222.23,1228.91,1.385,1697.49,1224.31
1224.32,1211.51,1224.31,2.525,3087.74,1219.6
1222.16,1206.23,1219.6,0.9063,1099.32,1207.23
1223.92,1205.08,1207.23,2.544,3092.3,1219.98
1226.13,1208.03,1219.98,1.083,1320.05,1213.24
1227,1206.71,1213.24,1.626,1968.82,1219.56
1225.63,1204,1219.56,1.22,1485.35,1220.48
1229.08,1209.9,1220.48,2.28,2782.59,1218.14
1222.95,1207.13,1218.14,1.366,1665.41,1207.85
1229.08,1201.48,1207.85,1.495,1809.37,1229.08
1229.08,1207.18,1229.08,1.344,1642.62,1210.8
1229.5,1187.63,1210.8,2.526,3067.71,1195.07
1217.11,1191.37,1195.07,1.338,1609.68,1213.39
1225.63,1201.48,1213.39,1.78,2154.57,1212.68
1226.99,1209.89,1212.68,1.696,2073.97,1223.21
1225.52,1216.63,1223.21,1.5,1833.43,1219.31
1229.08,1209.78,1219.31,2.642,3218.88,1220.4
1238.18,1220.4,1220.4,2.751,3392.2,1236.27
1236.27,1215.1,1236.27,2.161,2643.23,1219.48
1236.45,1211.51,1219.48,1.518,1852.97,1220.39
1234.21,1211.51,1220.39,2.417,2950.23,1219.85
1222.63,1214.85,1219.85,0.6621,808,1220.45
1220.45,1187.63,1220.45,1.993,2392.12,1200.7
1208.65,1195.19,1200.7,0.7476,899.27,1208.13
1208.13,1196.55,1208.13,1.09,1307.2,1203.45
1209.7,1193.13,1203.45,1.324,1592.46,1209.7
1209.7,1193.13,1209.7,0.7797,933.81,1197.47
1207.77,1193.34,1197.47,1.775,2128.21,1195.13
1208.65,1195.13,1195.13,1.352,1618.07,1208.65
1216.91,1200.16,1208.65,2.02,2435.38,1206.23
1207.78,1171.57,1206.23,2.54,3026.8,1173.68
1185.21,1156.69,1173.68,2.44,2861.14,1167.7
1181.12,1167,1167.7,2.407,2821.95,1172.45
1175.6,1164.23,1172.45,3.433,4020.14,1168.1
1192.93,1168.1,1168.1,2.676,3156.31,1175.2
1196.59,1131,1175.2,2.125,2501.25,1180.07
1197.15,1144.22,1180.07,2.606,3083.49,1175.88
1204.86,1175.88,1175.88,2.249,2670.96,1204.86
