high,low,open,volumefrom,volumeto,close
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
901.88,901.88,901.88,0,0,901.88
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
893.03,893.03,893.03,0,0,893.03
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
900.46,900.46,900.46,0,0,900.46
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
779.13,779.13,779.13,0,0,779.13
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
823,823,823,0,0,823
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821.33,821.33,821.33,0,0,821.33
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
821,821,821,0,0,821
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
817.09,817.09,817.09,0,0,817.09
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
835.8,835.8,835.8,0,0,835.8
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
900.13,900.13,900.13,0,0,900.13
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
880.41,880.41,880.41,0,0,880.41
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
886.01,886.01,886.01,0,0,886.01
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
896.5,896.5,896.5,0,0,896.5
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
920.61,920.61,920.61,0,0,920.61
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
910.23,910.23,910.23,0,0,910.23
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
911.38,911.38,911.38,0,0,911.38
